No.,Time,Source,Destination,Protocol,Length,Info
57,2.889547,172.17.1.75,224.0.0.251,MDNS,221,"Standard query response 0x0000 PTR switch2a9f12-2._http._tcp.local SRV 0 0 80 Aerospace-Workshop-SG500-1-75-1.local TXT A, cache flush 172.17.1.75"
58,2.889618,172.17.2.131,224.0.0.251,MDNS,224,"Standard query 0x0000 ANY switcha473dc-47._http._tcp.local, ""QU"" question ANY Mtech-Block-GF-92.local, ""QU"" question SRV 0 0 80 Mtech-Block-GF-92.local TXT A 172.17.2.131"
59,2.889661,172.17.2.69,224.0.0.251,MDNS,265,"Standard query 0x0000 ANY switch337fb5-2._http._tcp.local, ""QU"" question ANY AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local, ""QU"" question SRV 0 0 80 AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local TXT A 172.17.2.69"
60,3.040167,10.12.35.246,52.137.103.130,TCP,54,"52316  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
61,3.135444,10.12.35.246,172.217.166.14,TCP,55,52409  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]
62,3.217306,172.17.1.12,224.0.0.251,MDNS,259,"Standard query 0x0000 ANY switcha015c9-22._https._tcp.local, ""QU"" question ANY AB1-GF-Reprographic-Centre-1-12-24.local, ""QU"" question SRV 0 0 443 AB1-GF-Reprographic-Centre-1-12-24.local TXT A 172.17.1.12"
63,3.217415,172.17.1.48,224.0.0.251,MDNS,248,"Standard query 0x0000 ANY switch56b971-1._https._tcp.local, ""QU"" question ANY AB1-MechFacRoom1-SG500-1-48-2.local, ""QU"" question SRV 0 0 443 AB1-MechFacRoom1-SG500-1-48-2.local TXT A 172.17.1.48"
64,3.217469,172.17.1.14,224.0.0.251,MDNS,175,"Standard query response 0x0000 PTR switch2d7b48-1._telnet._tcp.local SRV 0 0 23 AB1-CADCAM-MtechLab-SG300-1-14-1.local A, cache flush 172.17.1.14"
65,3.217513,172.17.1.38,224.0.0.251,MDNS,217,"Standard query response 0x0000 PTR switcha024bd-27._https._tcp.local SRV 0 0 443 AB1-FF-HR-Dept-SG300-1-38.local TXT A, cache flush 172.17.1.38"
66,3.221341,172.17.2.65,224.0.0.251,MDNS,152,"Standard query response 0x0000 PTR switcha470b0-49._ssh._tcp.local SRV 0 0 22 ECE-Dept-97.local A, cache flush 172.17.2.65"
67,3.221465,172.17.1.18,224.0.0.251,MDNS,224,"Standard query response 0x0000 PTR switch9118fd-4._https._tcp.local SRV 0 0 443 AB1-CADCAM-Btech-Lab-SG300-1-18-2.local TXT A, cache flush 172.17.1.18"
68,3.221514,172.17.1.75,224.0.0.251,MDNS,171,"Standard query response 0x0000 PTR switch2a9f12-2._ssh._tcp.local SRV 0 0 22 Aerospace-Workshop-SG500-1-75-1.local A, cache flush 172.17.1.75"
69,3.221552,172.17.1.64,224.0.0.251,MDNS,251,"Standard query 0x0000 ANY switch2d716d-15._https._tcp.local, ""QU"" question ANY AB1-Language-Lab-SG500-1-64-41.local, ""QU"" question SRV 0 0 443 AB1-Language-Lab-SG500-1-64-41.local TXT A 172.17.1.64"
70,3.223105,172.17.2.131,224.0.0.251,MDNS,174,"Standard query 0x0000 ANY switcha473dc-47._ssh._tcp.local, ""QU"" question ANY Mtech-Block-GF-92.local, ""QU"" question SRV 0 0 22 Mtech-Block-GF-92.local A 172.17.2.131"
71,3.223195,172.17.2.139,224.0.0.251,MDNS,281,"Standard query 0x0000 ANY switch8ef3b4-39._https._tcp.local, ""QU"" question ANY AB2-Mtech-blk-CyberSecurityLab-SG300-2-139-33.local, ""QU"" question SRV 0 0 443 AB2-Mtech-blk-CyberSecurityLab-SG300-2-139-33.local TXT A 172.17.2.139"
72,3.223226,172.17.2.191,224.0.0.251,MDNS,249,"Standard query 0x0000 ANY switch56bb5e-20._https._tcp.local, ""QU"" question ANY AATC-LAB-CISCO-SG500-2-191-34.local, ""QU"" question SRV 0 0 443 AATC-LAB-CISCO-SG500-2-191-34.local TXT A 172.17.2.191"
73,3.223252,172.17.1.143,224.0.0.251,MDNS,195,"Standard query 0x0000 ANY switch017565-30._telnet._tcp.local, ""QU"" question ANY AshramKudil-SG300-1-143-40.local, ""QU"" question SRV 0 0 23 AshramKudil-SG300-1-143-40.local A 172.17.1.143"
74,3.223279,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.49.134? Tell 10.12.32.1
75,3.223286,172.17.2.69,224.0.0.251,MDNS,215,"Standard query 0x0000 ANY switch337fb5-2._ssh._tcp.local, ""QU"" question ANY AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local, ""QU"" question SRV 0 0 22 AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local A 172.17.2.69"
76,3.223308,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.50.150? Tell 10.12.32.1
77,3.225893,172.17.2.151,224.0.0.251,MDNS,202,"Standard query 0x0000 ANY switcha46b97-5._telnet._tcp.local, ""QU"" question ANY AB3--CSE-CTS-Lab-SG300-2-151-1.local, ""QU"" question SRV 0 0 23 AB3--CSE-CTS-Lab-SG300-2-151-1.local A 172.17.2.151"
78,3.226009,172.17.1.84,224.0.0.251,MDNS,243,"Standard query 0x0000 ANY switch337f24-32._https._tcp.local, ""QU"" question ANY OpenAirAuditorium-SG500-36.local, ""QU"" question SRV 0 0 443 OpenAirAuditorium-SG500-36.local TXT A 172.17.1.84"
79,3.226057,172.17.1.85,224.0.0.251,MDNS,395,"Standard query 0x0000 ANY switcha036fa-24._csco-sb._tcp.local, ""QU"" question ANY Epabx-Room-1-85-32.local, ""QU"" question SRV 0 0 80 Epabx-Room-1-85-32.local TXT A 172.17.1.85"
80,3.226094,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.220? Tell 10.12.32.1
81,3.226105,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.52.105? Tell 10.12.32.1
82,3.226111,172.17.2.23,224.0.0.251,MDNS,238,"Standard query 0x0000 ANY switch8613b9-1._https._tcp.local, ""QU"" question ANY ITLAB-FF-CiscoSG300-2-22.local, ""QU"" question SRV 0 0 443 ITLAB-FF-CiscoSG300-2-22.local TXT A 172.17.2.23"
83,3.226165,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.54.31? Tell 10.12.32.1
84,3.228298,172.17.2.133,224.0.0.251,MDNS,207,"Standard query 0x0000 ANY switch015709-58._telnet._tcp.local, ""QU"" question ANY Mtech-Blk-FF-EEE-Faculty-Room-85.local, ""QU"" question SRV 0 0 23 Mtech-Blk-FF-EEE-Faculty-Room-85.local A 172.17.2.133"
85,3.22841,172.17.2.137,224.0.0.251,MDNS,219,"Standard query 0x0000 ANY switch998a19-44._telnet._tcp.local, ""QU"" question ANY AB2-MtechBlk-SocialWork-SF-SG300-2-137.local, ""QU"" question SRV 0 0 23 AB2-MtechBlk-SocialWork-SF-SG300-2-137.local A 172.17.2.137"
86,3.577621,172.217.166.14,10.12.35.246,TCP,66,443  >  52409 [ACK] Seq=1 Ack=2 Win=522 Len=0 SLE=1 SRE=2
87,3.585295,172.17.2.83,224.0.0.251,MDNS,226,"Standard query 0x0000 ANY switch56c0b1-2._telnet._tcp.local, ""QU"" question ANY AB2-Basic-Electr-Lab-F-Blk-GF-SG500-2-80-8.local, ""QU"" question SRV 0 0 23 AB2-Basic-Electr-Lab-F-Blk-GF-SG500-2-80-8.local A 172.17.2.83"
88,3.585388,172.17.1.110,224.0.0.251,MDNS,203,"Standard query 0x0000 ANY switch338216-23._telnet._tcp.local, ""QU"" question ANY ASB-SF-Placement-Cell-1-110-43.local, ""QU"" question SRV 0 0 23 ASB-SF-Placement-Cell-1-110-43.local A 172.17.1.110"
89,3.585422,172.17.1.55,224.0.0.251,MDNS,250,"Standard query 0x0000 ANY switch017874-2._https._tcp.local, ""QU"" question ANY AB1-CivilDept-SF-SG300-1-55-15.local, ""QU"" question SRV 0 0 443 AB1-CivilDept-SF-SG300-1-55-15.local TXT A 172.17.1.55"
90,3.587308,172.17.1.31,224.0.0.251,MDNS,200,"Standard query 0x0000 ANY switchc3ee72-56._ssh._tcp.local, ""QU"" question ANY AB1-ComputerLab1-SG300-1-31-64.local, ""QU"" question SRV 0 0 22 AB1-ComputerLab1-SG300-1-31-64.local A 172.17.1.31"
91,3.587406,172.17.2.167,224.0.0.251,MDNS,443,"Standard query 0x0000 ANY switchc3dd00-2._csco-sb._tcp.local, ""QU"" question ANY AB3-CSE-Faculty-Room-SG300-2-167-1.local, ""QU"" question SRV 0 0 80 AB3-CSE-Faculty-Room-SG300-2-167-1.local TXT A 172.17.2.167"
92,3.587442,172.17.2.159,224.0.0.251,MDNS,257,"Standard query 0x0000 ANY switch2a94e0-10._https._tcp.local, ""QU"" question ANY AB3-B-Blk-GF-CSE-Faculty-2-159-32.local, ""QU"" question SRV 0 0 443 AB3-B-Blk-GF-CSE-Faculty-2-159-32.local TXT A 172.17.2.159"
93,3.587472,172.17.2.125,224.0.0.251,MDNS,437,"Standard query 0x0000 ANY switch56b937-1._csco-sb._tcp.local, ""QU"" question ANY Science-Research-Lab-2-129-2.local, ""QU"" question SRV 0 0 80 Science-Research-Lab-2-129-2.local TXT A 172.17.2.125"
94,3.587504,172.17.1.42,224.0.0.251,MDNS,249,"Standard query 0x0000 ANY switch56b98e-2._http._tcp.local, ""QU"" question ANY AB1-UnivOffice-FF-SG500-1-42-2.local, ""QU"" question SRV 0 0 80 AB1-UnivOffice-FF-SG500-1-42-2.local TXT A 172.17.1.42"
95,3.58977,172.17.1.120,224.0.0.251,MDNS,211,"Standard query 0x0000 ANY switch919c48._http._tcp.local, ""QU"" question ANY switch919c48.local, ""QU"" question SRV 0 0 80 switch919c48.local TXT A 172.17.1.120"
96,3.589884,172.17.1.32,224.0.0.251,MDNS,203,"Standard query 0x0000 ANY switch91aa1a-41._telnet._tcp.local, ""QM"" question ANY AB1-ComputerLab1-SG300-1-32-54.local, ""QM"" question SRV 0 0 23 AB1-ComputerLab1-SG300-1-32-54.local A 172.17.1.32"
97,3.589937,172.17.2.74,224.0.0.251,MDNS,440,"Standard query 0x0000 ANY switch9182ae-2._csco-sb._tcp.local, ""QM"" question ANY AB2-D-Blk-GF-Microprocessor-Lab-5.local, ""QM"" question SRV 0 0 80 AB2-D-Blk-GF-Microprocessor-Lab-5.local TXT A 172.17.2.74"
98,3.591761,172.17.2.75,224.0.0.251,MDNS,254,"Standard query 0x0000 ANY switch918257-3._https._tcp.local, ""QU"" question ANY AB2-D-Blk-GF-Microprocessor-Lab1.local, ""QU"" question SRV 0 0 443 AB2-D-Blk-GF-Microprocessor-Lab1.local TXT A 172.17.2.75"
99,3.591841,172.17.2.22,224.0.0.251,MDNS,242,"Standard query 0x0000 ANY switch81f61d._https._tcp.local, ""QU"" question ANY ITLAB-FF-CiscoSG300-2-22-19.local, ""QU"" question SRV 0 0 443 ITLAB-FF-CiscoSG300-2-22-19.local TXT A 172.17.2.22"
100,3.591885,172.17.1.35,224.0.0.251,MDNS,206,"Standard query 0x0000 ANY switcha018d8-18._ssh._tcp.local, ""QU"" question ANY AB1-MechDeptLibrary-SG300-1-35-37.local, ""QU"" question SRV 0 0 22 AB1-MechDeptLibrary-SG300-1-35-37.local A 172.17.1.35"
101,3.591938,172.17.2.78,224.0.0.251,MDNS,413,"Standard query 0x0000 ANY switcha4698d-28._csco-sb._tcp.local, ""QU"" question ANY Mtech-Biomedical-2-78-60.local, ""QU"" question SRV 0 0 80 Mtech-Biomedical-2-78-60.local TXT A 172.17.2.78"
102,3.591979,172.17.2.101,224.0.0.251,MDNS,193,"Standard query 0x0000 ANY switch56b8c3-19._telnet._tcp.local, ""QU"" question ANY CentralLib-SG500-2-101-31.local, ""QU"" question SRV 0 0 23 CentralLib-SG500-2-101-31.local A 172.17.2.101"
103,3.59202,172.17.1.83,224.0.0.251,MDNS,220,"Standard query 0x0000 ANY switch3380ba-23._http._tcp.local, ""QU"" question ANY switch3380ba-51.local, ""QU"" question SRV 0 0 80 switch3380ba-51.local TXT A 172.17.1.83"
104,3.593795,172.17.2.70,224.0.0.251,MDNS,448,"Standard query 0x0000 ANY switch992f96-3._csco-sb._tcp.local, ""QU"" question ANY AB2-C-Blk-GF-Electronic-HW-Lab-2-70.local, ""QU"" question SRV 0 0 80 AB2-C-Blk-GF-Electronic-HW-Lab-2-70.local TXT A 172.17.2.70"
105,3.593835,172.17.2.79,224.0.0.251,MDNS,189,"Standard query 0x0000 ANY switcha46cd6-26._telnet._tcp.local, ""QU"" question ANY MtechBiomedical-2-79-40.local, ""QU"" question SRV 0 0 23 MtechBiomedical-2-79-40.local A 172.17.2.79"
106,3.593875,172.17.1.54,224.0.0.251,MDNS,200,"Standard query 0x0000 ANY switch0174f1-4._telnet._tcp.local, ""QU"" question ANY AB1-CivilDept-SF-SG300-1-54-3.local, ""QU"" question SRV 0 0 23 AB1-CivilDept-SF-SG300-1-54-3.local A 172.17.1.54"
107,3.593912,172.17.1.75,224.0.0.251,MDNS,251,"Standard query 0x0000 ANY switch2a9f12-2._http._tcp.local, ""QU"" question ANY Aerospace-Workshop-SG500-1-75-1.local, ""QU"" question SRV 0 0 80 Aerospace-Workshop-SG500-1-75-1.local TXT A 172.17.1.75"
108,3.59395,172.17.2.128,224.0.0.251,MDNS,406,"Standard query 0x0000 ANY switch0154a8-3._csco-sb._tcp.local, ""QU"" question ANY Science-Research-Lab2.local, ""QU"" question SRV 0 0 80 Science-Research-Lab2.local TXT A 172.17.2.128"
109,3.596094,172.17.2.138,224.0.0.251,MDNS,280,"Standard query 0x0000 ANY switch9914bd-25._http._tcp.local, ""QU"" question ANY AB2-Mtech-blk-CyberSecurityLab-SG300-2-138-43.local, ""QU"" question SRV 0 0 80 AB2-Mtech-blk-CyberSecurityLab-SG300-2-138-43.local TXT A 172.17.2.138"
110,3.596141,172.17.2.65,224.0.0.251,MDNS,212,"Standard query 0x0000 ANY switcha470b0-49._http._tcp.local, ""QU"" question ANY ECE-Dept-97.local, ""QU"" question SRV 0 0 80 ECE-Dept-97.local TXT A 172.17.2.65"
111,3.596183,172.17.1.51,224.0.0.251,MDNS,437,"Standard query 0x0000 ANY switcha01450-2._csco-sb._tcp.local, ""QU"" question ANY AB1-Multimedia-Room-SG300-1-51-5.local, ""QU"" question SRV 0 0 80 AB1-Multimedia-Room-SG300-1-51-5.local TXT A 172.17.1.51"
112,3.596223,172.17.1.17,224.0.0.251,MDNS,252,"Standard query 0x0000 ANY switchc3b19d-2._https._tcp.local, ""QU"" question ANY AB1-CADCAM-Btech-Lab-SG300-1-17.local, ""QU"" question SRV 0 0 443 AB1-CADCAM-Btech-Lab-SG300-1-17.local TXT A 172.17.1.17"
113,3.596261,172.17.1.38,224.0.0.251,MDNS,241,"Standard query 0x0000 ANY switcha024bd-27._https._tcp.local, ""QU"" question ANY AB1-FF-HR-Dept-SG300-1-38.local, ""QU"" question SRV 0 0 443 AB1-FF-HR-Dept-SG300-1-38.local TXT A 172.17.1.38"
114,3.598133,172.17.1.18,224.0.0.251,MDNS,256,"Standard query 0x0000 ANY switch9118fd-4._https._tcp.local, ""QU"" question ANY AB1-CADCAM-Btech-Lab-SG300-1-18-2.local, ""QU"" question SRV 0 0 443 AB1-CADCAM-Btech-Lab-SG300-1-18-2.local TXT A 172.17.1.18"
115,3.598175,172.17.1.40,224.0.0.251,MDNS,251,"Standard query 0x0000 ANY switch91198e-23._https._tcp.local, ""QU"" question ANY AB1-AdminOffice-SG300-1-40-402.local, ""QU"" question SRV 0 0 443 AB1-AdminOffice-SG300-1-40-402.local TXT A 172.17.1.40"
116,3.59821,172.17.2.73,224.0.0.251,MDNS,247,"Standard query 0x0000 ANY switch56b9e5-1._http._tcp.local, ""QU"" question ANY Microprocessor-AB2-SG500-2-73.local, ""QU"" question SRV 0 0 80 Microprocessor-AB2-SG500-2-73.local TXT A 172.17.2.73"
117,3.598247,172.17.2.13,224.0.0.251,MDNS,382,"Standard query 0x0000 ANY switcha02619-2._csco-sb._tcp.local, ""QU"" question ANY ITLAB-GF-2-13.local, ""QU"" question SRV 0 0 80 ITLAB-GF-2-13.local TXT A 172.17.2.13"
118,3.598284,172.17.2.130,224.0.0.251,MDNS,248,"Standard query 0x0000 ANY switch2d718a-42._http._tcp.local, ""QU"" question ANY AB2-MtechBlock-SG500-2-130-70.local, ""QU"" question SRV 0 0 80 AB2-MtechBlock-SG500-2-130-70.local TXT A 172.17.2.130"
119,3.59832,172.17.2.192,224.0.0.251,MDNS,410,"Standard query 0x0000 ANY switch017378-29._csco-sb._tcp.local, ""QU"" question ANY AATC-Bosch-Lab-2-192-31.local, ""QU"" question SRV 0 0 80 AATC-Bosch-Lab-2-192-31.local TXT A 172.17.2.192"
120,3.60045,172.17.1.12,224.0.0.251,MDNS,258,"Standard query 0x0000 ANY switcha015c9-22._http._tcp.local, ""QU"" question ANY AB1-GF-Reprographic-Centre-1-12-24.local, ""QU"" question SRV 0 0 80 AB1-GF-Reprographic-Centre-1-12-24.local TXT A 172.17.1.12"
121,3.600478,172.17.1.48,224.0.0.251,MDNS,247,"Standard query 0x0000 ANY switch56b971-1._http._tcp.local, ""QU"" question ANY AB1-MechFacRoom1-SG500-1-48-2.local, ""QU"" question SRV 0 0 80 AB1-MechFacRoom1-SG500-1-48-2.local TXT A 172.17.1.48"
122,3.600511,172.17.1.29,224.0.0.251,MDNS,253,"Standard query 0x0000 ANY switcha021cb-55._https._tcp.local, ""QU"" question ANY AB1-Computer-Lab1-SG300-1-29-68.local, ""QU"" question SRV 0 0 443 AB1-Computer-Lab1-SG300-1-29-68.local TXT A 172.17.1.29"
123,3.600548,172.17.2.193,224.0.0.251,MDNS,243,"Standard query 0x0000 ANY switch992fb3-34._https._tcp.local, ""QU"" question ANY AATC-Bosch-Lab-FF-2-193-64.local, ""QU"" question SRV 0 0 443 AATC-Bosch-Lab-FF-2-193-64.local TXT A 172.17.2.193"
124,3.600584,172.17.2.160,224.0.0.251,MDNS,200,"Standard query 0x0000 ANY switch9184d5-3._telnet._tcp.local, ""QU"" question ANY AB3-B-Blk-GF-CSE-Dept-SG300-2.local, ""QU"" question SRV 0 0 23 AB3-B-Blk-GF-CSE-Dept-SG300-2.local A 172.17.2.160"
125,3.600621,172.17.1.64,224.0.0.251,MDNS,250,"Standard query 0x0000 ANY switch2d716d-15._http._tcp.local, ""QU"" question ANY AB1-Language-Lab-SG500-1-64-41.local, ""QU"" question SRV 0 0 80 AB1-Language-Lab-SG500-1-64-41.local TXT A 172.17.1.64"
126,3.602475,172.17.2.131,224.0.0.251,MDNS,177,"Standard query 0x0000 ANY switcha473dc-47._telnet._tcp.local, ""QU"" question ANY Mtech-Block-GF-92.local, ""QU"" question SRV 0 0 23 Mtech-Block-GF-92.local A 172.17.2.131"
127,3.602516,172.17.2.139,224.0.0.251,MDNS,280,"Standard query 0x0000 ANY switch8ef3b4-39._http._tcp.local, ""QU"" question ANY AB2-Mtech-blk-CyberSecurityLab-SG300-2-139-33.local, ""QU"" question SRV 0 0 80 AB2-Mtech-blk-CyberSecurityLab-SG300-2-139-33.local TXT A 172.17.2.139"
128,3.602554,172.17.2.191,224.0.0.251,MDNS,248,"Standard query 0x0000 ANY switch56bb5e-20._http._tcp.local, ""QU"" question ANY AATC-LAB-CISCO-SG500-2-191-34.local, ""QU"" question SRV 0 0 80 AATC-LAB-CISCO-SG500-2-191-34.local TXT A 172.17.2.191"
129,3.602591,172.17.1.143,224.0.0.251,MDNS,243,"Standard query 0x0000 ANY switch017565-30._https._tcp.local, ""QU"" question ANY AshramKudil-SG300-1-143-40.local, ""QU"" question SRV 0 0 443 AshramKudil-SG300-1-143-40.local TXT A 172.17.1.143"
130,3.602626,172.17.2.69,224.0.0.251,MDNS,218,"Standard query 0x0000 ANY switch337fb5-2._telnet._tcp.local, ""QU"" question ANY AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local, ""QU"" question SRV 0 0 23 AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local A 172.17.2.69"
131,3.604713,172.17.2.151,224.0.0.251,MDNS,250,"Standard query 0x0000 ANY switcha46b97-5._https._tcp.local, ""QU"" question ANY AB3--CSE-CTS-Lab-SG300-2-151-1.local, ""QU"" question SRV 0 0 443 AB3--CSE-CTS-Lab-SG300-2-151-1.local TXT A 172.17.2.151"
132,3.604769,172.17.1.84,224.0.0.251,MDNS,242,"Standard query 0x0000 ANY switch337f24-32._http._tcp.local, ""QU"" question ANY OpenAirAuditorium-SG500-36.local, ""QU"" question SRV 0 0 80 OpenAirAuditorium-SG500-36.local TXT A 172.17.1.84"
133,3.604809,172.17.1.14,224.0.0.251,MDNS,253,"Standard query 0x0000 ANY switch2d7b48-1._http._tcp.local, ""QU"" question ANY AB1-CADCAM-MtechLab-SG300-1-14-1.local, ""QU"" question SRV 0 0 80 AB1-CADCAM-MtechLab-SG300-1-14-1.local TXT A 172.17.1.14"
134,3.604847,172.17.1.85,224.0.0.251,MDNS,176,"Standard query 0x0000 ANY switcha036fa-24._ssh._tcp.local, ""QU"" question ANY Epabx-Room-1-85-32.local, ""QU"" question SRV 0 0 22 Epabx-Room-1-85-32.local A 172.17.1.85"
135,3.604884,172.17.1.27,224.0.0.251,MDNS,252,"Standard query 0x0000 ANY switcha00b40._https._tcp.local, ""QU"" question ANY AB1-DirectorateofAdmissions-1-27.local, ""QU"" question SRV 0 0 443 AB1-DirectorateofAdmissions-1-27.local TXT A 172.17.1.27"
136,3.604922,172.17.2.23,224.0.0.251,MDNS,237,"Standard query 0x0000 ANY switch8613b9-1._http._tcp.local, ""QU"" question ANY ITLAB-FF-CiscoSG300-2-22.local, ""QU"" question SRV 0 0 80 ITLAB-FF-CiscoSG300-2-22.local TXT A 172.17.2.23"
137,3.604961,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.141? Tell 10.12.32.1
138,3.60709,172.17.2.133,224.0.0.251,MDNS,255,"Standard query 0x0000 ANY switch015709-58._https._tcp.local, ""QU"" question ANY Mtech-Blk-FF-EEE-Faculty-Room-85.local, ""QU"" question SRV 0 0 443 Mtech-Blk-FF-EEE-Faculty-Room-85.local TXT A 172.17.2.133"
139,3.607133,172.17.2.137,224.0.0.251,MDNS,267,"Standard query 0x0000 ANY switch998a19-44._https._tcp.local, ""QU"" question ANY AB2-MtechBlk-SocialWork-SF-SG300-2-137.local, ""QU"" question SRV 0 0 443 AB2-MtechBlk-SocialWork-SF-SG300-2-137.local TXT A 172.17.2.137"
140,3.607169,172.17.1.58,224.0.0.251,MDNS,258,"Standard query 0x0000 ANY switcha03b82-4._https._tcp.local, ""QU"" question ANY AB1-TF-Science-Library-Room-1-58-2.local, ""QU"" question SRV 0 0 443 AB1-TF-Science-Library-Room-1-58-2.local TXT A 172.17.1.58"
141,3.607206,172.17.2.182,224.0.0.251,MDNS,195,"Standard query 0x0000 ANY switch337e76-15._telnet._tcp.local, ""QU"" question ANY AB3-FF-ACIRI-Dept-2-182-54.local, ""QU"" question SRV 0 0 23 AB3-FF-ACIRI-Dept-2-182-54.local A 172.17.2.182"
142,3.607243,172.17.2.76,224.0.0.251,MDNS,256,"Standard query 0x0000 ANY switchc470f2-3._https._tcp.local, ""QU"" question ANY AB2-D-Blk-FF-PowerElectronics-Lab.local, ""QU"" question SRV 0 0 443 AB2-D-Blk-FF-PowerElectronics-Lab.local TXT A 172.17.2.76"
143,3.609409,172.17.1.33,224.0.0.251,MDNS,431,"Standard query 0x0000 ANY switch91b208-39._csco-sb._tcp.local, ""QU"" question ANY AB1-ComputerLab1-SG300-1-33-37.local, ""QU"" question SRV 0 0 80 AB1-ComputerLab1-SG300-1-33-37.local TXT A 172.17.1.33"
144,3.609452,172.17.2.83,224.0.0.251,MDNS,223,"Standard query 0x0000 ANY switch56c0b1-2._ssh._tcp.local, ""QU"" question ANY AB2-Basic-Electr-Lab-F-Blk-GF-SG500-2-80-8.local, ""QU"" question SRV 0 0 22 AB2-Basic-Electr-Lab-F-Blk-GF-SG500-2-80-8.local A 172.17.2.83"
145,3.609489,172.17.1.110,224.0.0.251,MDNS,200,"Standard query 0x0000 ANY switch338216-23._ssh._tcp.local, ""QU"" question ANY ASB-SF-Placement-Cell-1-110-43.local, ""QU"" question SRV 0 0 22 ASB-SF-Placement-Cell-1-110-43.local A 172.17.1.110"
146,3.68307,10.12.35.246,142.251.12.188,TCP,55,52389  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1 [TCP segment of a reassembled PDU]
147,3.993847,172.17.1.120,224.0.0.251,MDNS,211,"Standard query 0x0000 ANY switch919c48._http._tcp.local, ""QM"" question ANY switch919c48.local, ""QM"" question SRV 0 0 80 switch919c48.local TXT A 172.17.1.120"
148,3.993961,172.17.1.32,224.0.0.251,MDNS,222,"Standard query response 0x0000 SRV, cache flush 0 0 443 AB1-ComputerLab1-SG300-1-32-54.local TXT, cache flush PTR switch91aa1a-41._https._tcp.local A, cache flush 172.17.1.32"
149,3.994008,172.17.1.13,224.0.0.251,MDNS,208,"Standard query 0x0000 ANY switch56b72d-3._telnet._tcp.local, ""QU"" question ANY AB1-Cultural-Education-SG500-1-13.local, ""QU"" question SRV 0 0 23 AB1-Cultural-Education-SG500-1-13.local A 172.17.1.13"
150,3.994051,172.17.2.74,224.0.0.251,MDNS,205,"Standard query 0x0000 ANY switch9182ae-2._ssh._tcp.local, ""QM"" question ANY AB2-D-Blk-GF-Microprocessor-Lab-5.local, ""QM"" question SRV 0 0 22 AB2-D-Blk-GF-Microprocessor-Lab-5.local A 172.17.2.74"
151,3.994093,172.17.2.75,224.0.0.251,MDNS,253,"Standard query 0x0000 ANY switch918257-3._http._tcp.local, ""QM"" question ANY AB2-D-Blk-GF-Microprocessor-Lab1.local, ""QM"" question SRV 0 0 80 AB2-D-Blk-GF-Microprocessor-Lab1.local TXT A 172.17.2.75"
152,3.994133,172.17.2.22,224.0.0.251,MDNS,241,"Standard query 0x0000 ANY switch81f61d._http._tcp.local, ""QU"" question ANY ITLAB-FF-CiscoSG300-2-22-19.local, ""QU"" question SRV 0 0 80 ITLAB-FF-CiscoSG300-2-22-19.local TXT A 172.17.2.22"
153,3.99606,172.17.1.35,224.0.0.251,MDNS,209,"Standard query 0x0000 ANY switcha018d8-18._telnet._tcp.local, ""QU"" question ANY AB1-MechDeptLibrary-SG300-1-35-37.local, ""QU"" question SRV 0 0 23 AB1-MechDeptLibrary-SG300-1-35-37.local A 172.17.1.35"
154,3.996173,172.17.2.78,224.0.0.251,MDNS,188,"Standard query 0x0000 ANY switcha4698d-28._ssh._tcp.local, ""QU"" question ANY Mtech-Biomedical-2-78-60.local, ""QU"" question SRV 0 0 22 Mtech-Biomedical-2-78-60.local A 172.17.2.78"
155,3.996223,172.17.2.101,224.0.0.251,MDNS,241,"Standard query 0x0000 ANY switch56b8c3-19._https._tcp.local, ""QM"" question ANY CentralLib-SG500-2-101-31.local, ""QM"" question SRV 0 0 443 CentralLib-SG500-2-101-31.local TXT A 172.17.2.101"
156,3.996262,172.17.1.83,224.0.0.251,MDNS,407,"Standard query 0x0000 ANY switch3380ba-23._csco-sb._tcp.local, ""QM"" question ANY switch3380ba-51.local, ""QM"" question SRV 0 0 80 switch3380ba-51.local TXT A 172.17.1.83"
157,3.996301,172.17.2.70,224.0.0.251,MDNS,209,"Standard query 0x0000 ANY switch992f96-3._ssh._tcp.local, ""QU"" question ANY AB2-C-Blk-GF-Electronic-HW-Lab-2-70.local, ""QU"" question SRV 0 0 22 AB2-C-Blk-GF-Electronic-HW-Lab-2-70.local A 172.17.2.70"
