No.,Time,Source,Destination,Protocol,Length,Info
158,3.998378,172.17.2.79,224.0.0.251,MDNS,237,"Standard query 0x0000 ANY switcha46cd6-26._https._tcp.local, ""QU"" question ANY MtechBiomedical-2-79-40.local, ""QU"" question SRV 0 0 443 MtechBiomedical-2-79-40.local TXT A 172.17.2.79"
159,3.998552,172.17.1.54,224.0.0.251,MDNS,248,"Standard query 0x0000 ANY switch0174f1-4._https._tcp.local, ""QM"" question ANY AB1-CivilDept-SF-SG300-1-54-3.local, ""QM"" question SRV 0 0 443 AB1-CivilDept-SF-SG300-1-54-3.local TXT A 172.17.1.54"
160,3.998599,172.17.1.75,224.0.0.251,MDNS,446,"Standard query 0x0000 ANY switch2a9f12-2._csco-sb._tcp.local, ""QU"" question ANY Aerospace-Workshop-SG500-1-75-1.local, ""QU"" question SRV 0 0 80 Aerospace-Workshop-SG500-1-75-1.local TXT A 172.17.1.75"
161,4.000158,172.17.2.128,224.0.0.251,MDNS,181,"Standard query 0x0000 ANY switch0154a8-3._ssh._tcp.local, ""QU"" question ANY Science-Research-Lab2.local, ""QU"" question SRV 0 0 22 Science-Research-Lab2.local A 172.17.2.128"
162,4.000227,172.17.2.138,224.0.0.251,MDNS,476,"Standard query 0x0000 ANY switch9914bd-25._csco-sb._tcp.local, ""QM"" question ANY AB2-Mtech-blk-CyberSecurityLab-SG300-2-138-43.local, ""QM"" question SRV 0 0 80 AB2-Mtech-blk-CyberSecurityLab-SG300-2-138-43.local TXT A 172.17.2.138"
163,4.003253,172.17.2.65,224.0.0.251,MDNS,374,"Standard query 0x0000 ANY switcha470b0-49._csco-sb._tcp.local, ""QU"" question ANY ECE-Dept-97.local, ""QU"" question SRV 0 0 80 ECE-Dept-97.local TXT A 172.17.2.65"
164,4.003328,172.17.1.38,224.0.0.251,MDNS,240,"Standard query 0x0000 ANY switcha024bd-27._http._tcp.local, ""QU"" question ANY AB1-FF-HR-Dept-SG300-1-38.local, ""QU"" question SRV 0 0 80 AB1-FF-HR-Dept-SG300-1-38.local TXT A 172.17.1.38"
165,4.003375,172.17.1.27,224.0.0.251,MDNS,252,"Standard query 0x0000 ANY switcha00b40._https._tcp.local, ""QM"" question ANY AB1-DirectorateofAdmissions-1-27.local, ""QM"" question SRV 0 0 443 AB1-DirectorateofAdmissions-1-27.local TXT A 172.17.1.27"
166,4.003426,172.17.1.17,224.0.0.251,MDNS,251,"Standard query 0x0000 ANY switchc3b19d-2._http._tcp.local, ""QM"" question ANY AB1-CADCAM-Btech-Lab-SG300-1-17.local, ""QM"" question SRV 0 0 80 AB1-CADCAM-Btech-Lab-SG300-1-17.local TXT A 172.17.1.17"
167,4.005291,172.17.1.18,224.0.0.251,MDNS,255,"Standard query 0x0000 ANY switch9118fd-4._http._tcp.local, ""QU"" question ANY AB1-CADCAM-Btech-Lab-SG300-1-18-2.local, ""QU"" question SRV 0 0 80 AB1-CADCAM-Btech-Lab-SG300-1-18-2.local TXT A 172.17.1.18"
168,4.005363,172.17.1.51,224.0.0.251,MDNS,203,"Standard query 0x0000 ANY switcha01450-2._ssh._tcp.local, ""QU"" question ANY AB1-Multimedia-Room-SG300-1-51-5.local, ""QU"" question SRV 0 0 22 AB1-Multimedia-Room-SG300-1-51-5.local A 172.17.1.51"
169,4.005408,172.17.1.40,224.0.0.251,MDNS,250,"Standard query 0x0000 ANY switch91198e-23._http._tcp.local, ""QM"" question ANY AB1-AdminOffice-SG300-1-40-402.local, ""QM"" question SRV 0 0 80 AB1-AdminOffice-SG300-1-40-402.local TXT A 172.17.1.40"
170,4.005456,172.17.2.73,224.0.0.251,MDNS,442,"Standard query 0x0000 ANY switch56b9e5-1._csco-sb._tcp.local, ""QM"" question ANY Microprocessor-AB2-SG500-2-73.local, ""QM"" question SRV 0 0 80 Microprocessor-AB2-SG500-2-73.local TXT A 172.17.2.73"
171,4.005499,172.17.2.13,224.0.0.251,MDNS,165,"Standard query 0x0000 ANY switcha02619-2._ssh._tcp.local, ""QU"" question ANY ITLAB-GF-2-13.local, ""QU"" question SRV 0 0 22 ITLAB-GF-2-13.local A 172.17.2.13"
172,4.007316,172.17.2.130,224.0.0.251,MDNS,440,"Standard query 0x0000 ANY switch2d718a-42._csco-sb._tcp.local, ""QM"" question ANY AB2-MtechBlock-SG500-2-130-70.local, ""QM"" question SRV 0 0 80 AB2-MtechBlock-SG500-2-130-70.local TXT A 172.17.2.130"
173,4.007389,172.17.2.192,224.0.0.251,MDNS,186,"Standard query 0x0000 ANY switch017378-29._ssh._tcp.local, ""QU"" question ANY AATC-Bosch-Lab-2-192-31.local, ""QU"" question SRV 0 0 22 AATC-Bosch-Lab-2-192-31.local A 172.17.2.192"
174,4.007434,172.17.1.12,224.0.0.251,MDNS,443,"Standard query 0x0000 ANY switcha015c9-22._csco-sb._tcp.local, ""QM"" question ANY AB1-GF-Reprographic-Centre-1-12-24.local, ""QM"" question SRV 0 0 80 AB1-GF-Reprographic-Centre-1-12-24.local TXT A 172.17.1.12"
175,4.007479,172.17.1.48,224.0.0.251,MDNS,440,"Standard query 0x0000 ANY switch56b971-1._csco-sb._tcp.local, ""QM"" question ANY AB1-MechFacRoom1-SG500-1-48-2.local, ""QM"" question SRV 0 0 80 AB1-MechFacRoom1-SG500-1-48-2.local TXT A 172.17.1.48"
176,4.00752,172.17.1.29,224.0.0.251,MDNS,252,"Standard query 0x0000 ANY switcha021cb-55._http._tcp.local, ""QU"" question ANY AB1-Computer-Lab1-SG300-1-29-68.local, ""QU"" question SRV 0 0 80 AB1-Computer-Lab1-SG300-1-29-68.local TXT A 172.17.1.29"
177,4.009604,172.17.2.193,224.0.0.251,MDNS,242,"Standard query 0x0000 ANY switch992fb3-34._http._tcp.local, ""QM"" question ANY AATC-Bosch-Lab-FF-2-193-64.local, ""QM"" question SRV 0 0 80 AATC-Bosch-Lab-FF-2-193-64.local TXT A 172.17.2.193"
178,4.009637,172.17.2.160,224.0.0.251,MDNS,248,"Standard query 0x0000 ANY switch9184d5-3._https._tcp.local, ""QU"" question ANY AB3-B-Blk-GF-CSE-Dept-SG300-2.local, ""QU"" question SRV 0 0 443 AB3-B-Blk-GF-CSE-Dept-SG300-2.local TXT A 172.17.2.160"
179,4.011646,172.17.1.64,224.0.0.251,MDNS,443,"Standard query 0x0000 ANY switch2d716d-15._csco-sb._tcp.local, ""QM"" question ANY AB1-Language-Lab-SG500-1-64-41.local, ""QM"" question SRV 0 0 80 AB1-Language-Lab-SG500-1-64-41.local TXT A 172.17.1.64"
180,4.013711,172.17.2.131,224.0.0.251,MDNS,225,"Standard query 0x0000 ANY switcha473dc-47._https._tcp.local, ""QM"" question ANY Mtech-Block-GF-92.local, ""QM"" question SRV 0 0 443 Mtech-Block-GF-92.local TXT A 172.17.2.131"
181,4.013765,172.17.2.139,224.0.0.251,MDNS,476,"Standard query 0x0000 ANY switch8ef3b4-39._csco-sb._tcp.local, ""QM"" question ANY AB2-Mtech-blk-CyberSecurityLab-SG300-2-139-33.local, ""QM"" question SRV 0 0 80 AB2-Mtech-blk-CyberSecurityLab-SG300-2-139-33.local TXT A 172.17.2.139"
182,4.013805,172.17.2.191,224.0.0.251,MDNS,440,"Standard query 0x0000 ANY switch56bb5e-20._csco-sb._tcp.local, ""QM"" question ANY AATC-LAB-CISCO-SG500-2-191-34.local, ""QM"" question SRV 0 0 80 AATC-LAB-CISCO-SG500-2-191-34.local TXT A 172.17.2.191"
183,4.013847,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.186? Tell 10.12.63.254
184,4.013858,172.17.1.143,224.0.0.251,MDNS,242,"Standard query 0x0000 ANY switch017565-30._http._tcp.local, ""QM"" question ANY AshramKudil-SG300-1-143-40.local, ""QM"" question SRV 0 0 80 AshramKudil-SG300-1-143-40.local TXT A 172.17.1.143"
185,4.013898,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.51.245? Tell 10.12.63.254
186,4.016002,172.17.2.69,224.0.0.251,MDNS,266,"Standard query 0x0000 ANY switch337fb5-2._https._tcp.local, ""QM"" question ANY AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local, ""QM"" question SRV 0 0 443 AB2-C-Blk-GF-Electrical-Lab-SG300-2-69.local TXT A 172.17.2.69"
187,4.016079,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.49.177? Tell 10.12.63.254
188,4.01609,172.17.2.151,224.0.0.251,MDNS,249,"Standard query 0x0000 ANY switcha46b97-5._http._tcp.local, ""QM"" question ANY AB3--CSE-CTS-Lab-SG300-2-151-1.local, ""QM"" question SRV 0 0 80 AB3--CSE-CTS-Lab-SG300-2-151-1.local TXT A 172.17.2.151"
189,4.016136,172.17.1.84,224.0.0.251,MDNS,431,"Standard query 0x0000 ANY switch337f24-32._csco-sb._tcp.local, ""QM"" question ANY OpenAirAuditorium-SG500-36.local, ""QM"" question SRV 0 0 80 OpenAirAuditorium-SG500-36.local TXT A 172.17.1.84"
190,4.016177,172.17.1.14,224.0.0.251,MDNS,449,"Standard query 0x0000 ANY switch2d7b48-1._csco-sb._tcp.local, ""QU"" question ANY AB1-CADCAM-MtechLab-SG300-1-14-1.local, ""QU"" question SRV 0 0 80 AB1-CADCAM-MtechLab-SG300-1-14-1.local TXT A 172.17.1.14"
191,4.018038,172.17.1.85,224.0.0.251,MDNS,179,"Standard query 0x0000 ANY switcha036fa-24._telnet._tcp.local, ""QU"" question ANY Epabx-Room-1-85-32.local, ""QU"" question SRV 0 0 23 Epabx-Room-1-85-32.local A 172.17.1.85"
192,4.018079,172.17.2.23,224.0.0.251,MDNS,415,"Standard query 0x0000 ANY switch8613b9-1._csco-sb._tcp.local, ""QM"" question ANY ITLAB-FF-CiscoSG300-2-22.local, ""QM"" question SRV 0 0 80 ITLAB-FF-CiscoSG300-2-22.local TXT A 172.17.2.23"
193,4.018119,172.17.2.133,224.0.0.251,MDNS,254,"Standard query 0x0000 ANY switch015709-58._http._tcp.local, ""QM"" question ANY Mtech-Blk-FF-EEE-Faculty-Room-85.local, ""QM"" question SRV 0 0 80 Mtech-Blk-FF-EEE-Faculty-Room-85.local TXT A 172.17.2.133"
194,4.271079,142.251.12.188,10.12.35.246,TCP,66,443  >  52389 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
195,4.300925,::,ff02::c,ICMPv6,90,Multicast Listener Query
196,4.301018,0.0.0.0,239.255.255.250,IGMPv3,60,"Membership Query, specific for group 239.255.255.250"
197,4.301057,::,ff02::c,ICMPv6,90,Multicast Listener Query
198,4.301092,0.0.0.0,239.255.255.250,IGMPv3,60,"Membership Query, specific for group 239.255.255.250"
199,4.303249,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.51.101? Tell 10.12.63.254
200,4.312988,10.12.35.246,49.44.86.208,TCP,55,52400  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]
201,4.519263,10.12.35.246,52.137.103.130,TCP,54,"[TCP Retransmission] 52316  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
202,4.610402,fe80::8ab:1287:d1bc:e3ee,ff02::fb,MDNS,913,"Standard query response 0x0000 PTR Hemaâ\200\231s MacBook Pro._airplay._tcp.local PTR A4CF995F3A5A@Hemaâ\200\231s MacBook Pro._raop._tcp.local TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Hemas-MacBook-Pro.local SRV, cache flush 0 0 7000 Hemas-MacBook-Pro.local AAAA, cache flush fe80::8ab:1287:d1bc:e3ee A, cache flush 10.12.50.132 NSEC, cache flush Hemaâ\200\231s MacBook Pro._airplay._tcp.local NSEC, cache flush A4CF995F3A5A@Hemaâ\200\231s MacBook Pro._raop._tcp.local NSEC, cache flush Hemas-MacBook-Pro.local"
203,4.61053,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.51.244? Tell 10.12.32.1
204,4.65035,49.44.86.208,10.12.35.246,TCP,66,443  >  52400 [ACK] Seq=1 Ack=2 Win=363 Len=0 SLE=1 SRE=2
205,4.692431,10.12.35.246,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
206,4.914817,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.171? Tell 10.12.63.254
207,5.249195,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.53.202? Tell 10.12.63.254
208,5.249234,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.85? Tell 10.12.32.1
209,5.249243,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.34? Tell 10.12.32.1
210,5.249251,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.144? Tell 10.12.32.1
211,5.25172,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.112? Tell 10.12.32.1
212,5.251752,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.189? Tell 10.12.32.1
213,5.25176,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.180? Tell 10.12.32.1
214,5.251767,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.141? Tell 10.12.32.1
215,5.253669,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.16? Tell 10.12.32.1
216,5.2537,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.54.44? Tell 10.12.32.1
217,5.253708,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.133? Tell 10.12.32.1
218,5.62161,10.12.35.246,224.77.77.77,UDP,148,12177  >  12177 Len=106
219,5.636714,10.12.35.246,224.77.77.77,UDP,148,12177  >  12177 Len=106
220,5.652347,10.12.35.246,224.77.77.77,UDP,148,12177  >  12177 Len=106
221,5.939757,fe80::8ab:1287:d1bc:e3ee,ff02::fb,MDNS,913,"Standard query response 0x0000 PTR Hemaâ\200\231s MacBook Pro._airplay._tcp.local PTR A4CF995F3A5A@Hemaâ\200\231s MacBook Pro._raop._tcp.local TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Hemas-MacBook-Pro.local SRV, cache flush 0 0 7000 Hemas-MacBook-Pro.local AAAA, cache flush fe80::8ab:1287:d1bc:e3ee A, cache flush 10.12.50.132 NSEC, cache flush Hemaâ\200\231s MacBook Pro._airplay._tcp.local NSEC, cache flush A4CF995F3A5A@Hemaâ\200\231s MacBook Pro._raop._tcp.local NSEC, cache flush Hemas-MacBook-Pro.local"
222,7.06723,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.133? Tell 10.12.63.254
223,7.167289,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.189? Tell 10.12.32.1
224,7.269507,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.180? Tell 10.12.32.1
225,7.269548,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.141? Tell 10.12.32.1
226,7.269559,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.16? Tell 10.12.32.1
227,7.269566,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.34? Tell 10.12.32.1
228,7.269574,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.54.44? Tell 10.12.32.1
229,7.269581,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.133? Tell 10.12.32.1
230,7.269588,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.120? Tell 10.12.32.1
231,7.269595,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.36.181? Tell 10.12.32.1
232,7.269601,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.45.34? Tell 10.12.32.1
233,7.271797,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.14? Tell 10.12.32.1
234,7.351197,10.12.35.246,52.137.103.130,TCP,54,"[TCP Retransmission] 52316  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
235,7.372868,172.17.18.4,255.255.255.255,DHCP,408,DHCP ACK      - Transaction ID 0x22b26ddf
236,7.372922,172.17.18.4,255.255.255.255,DHCP,408,DHCP ACK      - Transaction ID 0x22b26ddf
237,7.372935,::,ff02::1:3,ICMPv6,90,Multicast Listener Query
238,7.372998,::,ff02::1:3,ICMPv6,90,Multicast Listener Query
239,7.47403,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.34.53? Tell 10.12.63.254
240,7.474061,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.50.233? Tell 10.12.32.1
241,7.576183,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.13? Tell 10.12.63.254
242,7.576223,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.43.33? Tell 10.12.63.254
243,7.576233,::,ff02::fb,ICMPv6,90,Multicast Listener Query
244,7.576328,::,ff02::fb,ICMPv6,90,Multicast Listener Query
245,7.786526,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.34.31? Tell 10.12.32.1
246,7.786549,fe80::90e6:2bff:fec5:cd4b,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
247,7.985458,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.51.245? Tell 10.12.63.254
248,8.091991,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.133? Tell 10.12.63.254
249,8.092022,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.52.114? Tell 10.12.32.1
250,8.200801,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.116? Tell 10.12.32.1
251,8.200829,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.175? Tell 10.12.32.1
252,8.200837,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.51.25? Tell 10.12.32.1
253,8.200844,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.36.175? Tell 10.12.32.1
254,8.200851,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.61? Tell 10.12.32.1
255,8.202758,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.36.213? Tell 10.12.32.1
256,8.202768,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.48.196? Tell 10.12.32.1
257,8.202772,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.49.188? Tell 10.12.32.1
258,8.202776,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.52.229? Tell 10.12.32.1
259,8.20278,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.225? Tell 10.12.32.1
260,8.202784,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.54.31? Tell 10.12.32.1
261,8.291376,10.12.35.246,20.190.145.160,TCP,66,52462  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
262,8.302172,fe80::8ab:1287:d1bc:e3ee,ff02::fb,MDNS,913,"Standard query response 0x0000 PTR Hemaâ\200\231s MacBook Pro._airplay._tcp.local PTR A4CF995F3A5A@Hemaâ\200\231s MacBook Pro._raop._tcp.local TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Hemas-MacBook-Pro.local SRV, cache flush 0 0 7000 Hemas-MacBook-Pro.local AAAA, cache flush fe80::8ab:1287:d1bc:e3ee A, cache flush 10.12.50.132 NSEC, cache flush Hemaâ\200\231s MacBook Pro._airplay._tcp.local NSEC, cache flush A4CF995F3A5A@Hemaâ\200\231s MacBook Pro._raop._tcp.local NSEC, cache flush Hemas-MacBook-Pro.local"
263,8.370275,20.190.145.160,10.12.35.246,TCP,66,"443  >  52462 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
264,8.370355,10.12.35.246,20.190.145.160,TCP,54,52462  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0
265,8.370573,10.12.35.246,20.190.145.160,TLSv1.2,283,Client Hello
266,8.397875,::,ff02::1:3,ICMPv6,90,Multicast Listener Query
267,8.397988,::,ff02::1:3,ICMPv6,90,Multicast Listener Query
268,8.42055,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=1 Ack=230 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
269,8.42055,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=1461 Ack=230 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
270,8.420632,10.12.35.246,20.190.145.160,TCP,54,52462  >  443 [ACK] Seq=230 Ack=2921 Win=132352 Len=0
271,8.423908,20.190.145.160,10.12.35.246,TLSv1.2,1088,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
272,8.428514,10.12.35.246,20.190.145.160,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
273,8.481729,20.190.145.160,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
274,8.48237,10.12.35.246,20.190.145.160,TLSv1.2,352,Application Data
275,8.482434,10.12.35.246,20.190.145.160,TCP,1494,52462  >  443 [ACK] Seq=686 Ack=4006 Win=131328 Len=1440 [TCP segment of a reassembled PDU]
276,8.482434,10.12.35.246,20.190.145.160,TCP,1494,52462  >  443 [ACK] Seq=2126 Ack=4006 Win=131328 Len=1440 [TCP segment of a reassembled PDU]
277,8.482434,10.12.35.246,20.190.145.160,TCP,1494,52462  >  443 [ACK] Seq=3566 Ack=4006 Win=131328 Len=1440 [TCP segment of a reassembled PDU]
278,8.482434,10.12.35.246,20.190.145.160,TCP,1494,52462  >  443 [ACK] Seq=5006 Ack=4006 Win=131328 Len=1440 [TCP segment of a reassembled PDU]
279,8.482434,10.12.35.246,20.190.145.160,TLSv1.2,873,Application Data
280,8.497092,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.34.53? Tell 10.12.63.254
281,8.497123,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.50.127? Tell 10.12.32.1
282,8.509165,20.190.145.160,10.12.35.246,TCP,60,443  >  52462 [ACK] Seq=4006 Ack=2126 Win=524288 Len=0
283,8.516038,20.190.145.160,10.12.35.246,TCP,60,443  >  52462 [ACK] Seq=4006 Ack=5006 Win=524288 Len=0
284,8.516038,20.190.145.160,10.12.35.246,TCP,60,443  >  52462 [ACK] Seq=4006 Ack=7265 Win=524288 Len=0
285,8.600527,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.34.175? Tell 10.12.32.1
286,8.600558,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.85? Tell 10.12.32.1
287,8.600567,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.13? Tell 10.12.63.254
288,8.600574,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.43.33? Tell 10.12.63.254
289,8.600582,::,ff02::fb,ICMPv6,90,Multicast Listener Query
290,8.600652,::,ff02::fb,ICMPv6,90,Multicast Listener Query
291,8.621522,10.12.35.246,224.77.77.77,UDP,148,12177  >  12177 Len=106
292,8.636243,10.12.35.246,224.77.77.77,UDP,148,12177  >  12177 Len=106
293,8.651831,10.12.35.246,224.77.77.77,UDP,148,12177  >  12177 Len=106
294,8.701691,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.34.177? Tell 10.12.63.254
295,8.714246,10.12.35.246,172.217.166.14,TCP,55,52429  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]
296,8.714246,10.12.35.246,142.251.42.67,TCP,55,52403  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]
297,8.771574,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=4006 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
298,8.774718,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=5466 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
299,8.774718,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=6926 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
300,8.774778,10.12.35.246,20.190.145.160,TCP,54,52462  >  443 [ACK] Seq=7265 Ack=8386 Win=132352 Len=0
301,8.777886,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=8386 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
302,8.77793,10.12.35.246,20.190.145.160,TCP,54,52462  >  443 [ACK] Seq=7265 Ack=9846 Win=132352 Len=0
303,8.780264,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=9846 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
304,8.78277,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=11306 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
305,8.78277,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=12766 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
306,8.782858,10.12.35.246,20.190.145.160,TCP,54,52462  >  443 [ACK] Seq=7265 Ack=14226 Win=132352 Len=0
307,8.789015,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=14226 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
308,8.789015,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=15686 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
309,8.789015,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=17146 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
310,8.789015,20.190.145.160,10.12.35.246,TCP,1514,443  >  52462 [ACK] Seq=18606 Ack=7265 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
311,8.789015,20.190.145.160,10.12.35.246,TLSv1.2,1514,Application Data
312,8.789015,20.190.145.160,10.12.35.246,TLSv1.2,98,Application Data
313,8.78913,10.12.35.246,20.190.145.160,TCP,54,52462  >  443 [ACK] Seq=7265 Ack=21571 Win=132352 Len=0
314,8.789625,10.12.35.246,20.190.145.160,TLSv1.2,85,Encrypted Alert
315,8.789657,10.12.35.246,20.190.145.160,TCP,54,"52462  >  443 [FIN, ACK] Seq=7296 Ack=21571 Win=132352 Len=0"
316,8.812015,10.12.35.246,138.91.27.92,TCP,54,"52428  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
317,8.843243,142.251.42.67,10.12.35.246,TCP,66,443  >  52403 [ACK] Seq=1 Ack=2 Win=268 Len=0 SLE=1 SRE=2
318,8.848089,172.217.166.14,10.12.35.246,TCP,66,443  >  52429 [ACK] Seq=1 Ack=2 Win=276 Len=0 SLE=1 SRE=2
319,8.858581,20.190.145.160,10.12.35.246,TCP,60,443  >  52462 [ACK] Seq=21571 Ack=7297 Win=524288 Len=0
320,8.903217,10.12.35.246,142.250.183.74,TCP,55,52393  >  443 [ACK] Seq=1 Ack=1 Win=259 Len=1 [TCP segment of a reassembled PDU]
321,8.991484,10.12.35.246,172.17.18.2,DNS,85,Standard query 0x97eb A fd.api.iris.microsoft.com
322,9.014242,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.51.245? Tell 10.12.63.254
323,9.035987,142.250.183.74,10.12.35.246,TCP,66,443  >  52393 [ACK] Seq=1 Ack=2 Win=275 Len=0 SLE=1 SRE=2
